school_name,division,city_state,type,conference,athletics_domain,status
LaGrange College,NCAA D3,"Lagrange,Georgia",Private,Collegiate Conference of the South,lagrangepanthers.com,FOUND
Lake Forest College,NCAA D3,"Lake Forest,Illinois",Private,Midwest Conference,goforesters.com,FOUND
Lakeland University,NCAA D3,"Plymouth,Wisconsin",Private,Northern Athletics Collegiate Conference,lakelandmuskies.com,FOUND
Lancaster Bible College,NCAA D3,"Lancaster,Pennsylvania",Private,United East Conference,lbcchargers.com,FOUND
Lasell University,NCAA D3,"Newton,Massachusetts",Private,Great Northeast Athletic Conference,lasell.edu,FOUND
Lawrence University,NCAA D3,"Appleton,Wisconsin",Private,Midwest Conference,saintsathletics.com,FOUND
LeTourneau University,NCAA D3,"Longview,Texas",Private,American Southwest Conference,letuathletics.com,FOUND
Lebanon Valley College,NCAA D3,"Annville,Pennsylvania",Private,Middle Atlantic Conferences,godutchmen.com,FOUND
Lesley University,NCAA D3,"Cambridge,Massachusetts",Private,North Atlantic Conference,lesley.edu,FOUND
Lewis & Clark College,NCAA D3,"Portland,Oregon",Private,Northwest Conference,lcpioneers.com,FOUND
Linfield University,NCAA D3,"Mcminnville,Oregon",Private,Northwest Conference,golinfieldwildcats.com,FOUND
Loras College,NCAA D3,"Dubuque,Iowa",Private,American Rivers Conference,duhawks.com,FOUND
Luther College,NCAA D3,"Decorah,Iowa",Private,American Rivers Conference,,NOT_FOUND
Lycoming College,NCAA D3,"Williamsport,Pennsylvania",Private,Landmark Conference,lycomingathletics.com,FOUND
Lyon College,NCAA D3,"Batesville,Arkansas",Private,St. Louis Intercollegiate Athletic Conference,lyonscots.com,FOUND
Macalester College,NCAA D3,"Saint Paul,Minnesota",Private,Minnesota Intercollegiate Athletic Conference,athletics.macalester.edu,FOUND
Maine Maritime Academy,NCAA D3,"Castine,Maine",Public,North Atlantic Conference,marinersports.org,FOUND
Manchester University,NCAA D3,"North Manchester,Indiana",Private,Heartland Collegiate Athletic Conference,muspartans.com,FOUND
Manhattanville College,NCAA D3,"Purchase,New York",Private,Skyline Conference,govaliants.com,FOUND
Maranatha Baptist University,NCAA D3,"Watertown,Wisconsin",Private,NCCAA,mbusabercats.com,FOUND
Marian University – Wisconsin,NCAA D3,"Fond Du Lac,Wisconsin",Private,Northern Athletics Collegiate Conference,marian.edu,FOUND
Marietta College,NCAA D3,"Marietta,Ohio",Private,Ohio Athletic Conference,marietta.edu,FOUND
Martin Luther College,NCAA D3,"New Ulm,Minnesota",Private,Upper Midwest Athletic Conference,mlc-wels.edu,FOUND
Mary Baldwin University,NCAA D3,"Staunton,Virginia",Private,USA South Athletic Conference,marybaldwinathletics.com,FOUND
Marymount University (VA),NCAA D3,"Arlington,Virginia",Private,Atlantic East Conference,marymountsaints.com,FOUND
Maryville College,NCAA D3,"Maryville,Tennessee",Private,Collegiate Conference of the South,maryvillesaints.com,FOUND
Marywood University,NCAA D3,"Scranton,Pennsylvania",Private,Atlantic East Conference,marywoodpacers.com,FOUND
Massachusetts College of Liberal Arts,NCAA D3,"North Adams,Massachusetts",Public,Massachusetts State Collegiate Athletic Conference,athletics.mcla.edu,FOUND
Massachusetts Institute of Technology – MIT,NCAA D3,"Cambridge,Massachusetts",Private,United Volleyball Conference,mitathletics.com,FOUND
Massachusetts Maritime Academy,NCAA D3,"Buzzards Bay,Massachusetts",Public,Massachusetts State Collegiate Athletic Conference,maritimeathletics.com,FOUND
McDaniel College,NCAA D3,"Westminster,Maryland",Private,Centennial Conference,mcdanielathletics.com,FOUND
McMurry University,NCAA D3,"Abilene,Texas",Private,American Southwest Conference,mcmurrysports.com,FOUND
Meredith College,NCAA D3,"Raleigh,North Carolina",Private,USA South Athletic Conference,goavengingangels.com,FOUND
Messiah University,NCAA D3,"Mechanicsburg,Pennsylvania",Private,Middle Atlantic Conferences,gomessiah.com,FOUND
Methodist University,NCAA D3,"Fayetteville,North Carolina",Private,USA South Athletic Conference,mumonarchs.com,FOUND
Middlebury College,NCAA D3,"Middlebury,Vermont",Private,New England Small College Athletic Conference,athletics.middlebury.edu,FOUND
Millikin University,NCAA D3,"Decatur,Illinois",Private,College Conference of Illinois and Wisconsin,athletics.millikin.edu,FOUND
Millsaps College,NCAA D3,"Jackson,Mississippi",Private,Southern Athletic Association,gomajors.com,FOUND
Milwaukee School of Engineering,NCAA D3,"Milwaukee,Wisconsin",Private,Northern Athletics Collegiate Conference,msoeraiders.com,FOUND
Misericordia University,NCAA D3,"Dallas,Pennsylvania",Private,Middle Atlantic Conferences,athletics.misericordia.edu,FOUND
Mitchell College,NCAA D3,"New London,Connecticut",Private,Great Northeast Athletic Conference,mitchellathletics.com,FOUND
Monmouth College,NCAA D3,"Monmouth,Illinois",Private,Midwest Conference,monmouthscots.com,FOUND
Montclair State University,NCAA D3,"Montclair,New Jersey",Public,New Jersey Athletic Conference,montclairathletics.com,FOUND
Moravian University,NCAA D3,"Bethlehem,Pennsylvania",Private,Landmark Conference,moraviansports.com,FOUND
Mount Aloysius College,NCAA D3,"Cresson,Pennsylvania",Private,Allegheny Mountain Collegiate Conference,mountieathletics.com,FOUND
Mount Holyoke College,NCAA D3,"South Hadley,Massachusetts",Private,New England Women's & Men's Athletic Conference,athletics.mtholyoke.edu,FOUND
Mount Mary University,NCAA D3,"Milwaukee,Wisconsin",Private,Coast-to-Coast Athletic Conference,mountathletics.com,FOUND
Mount Saint Mary College – New York,NCAA D3,"Newburgh,New York",Private,Skyline Conference,mountathletics.com,FOUND
Mount St. Joseph University,NCAA D3,"Cincinnati,Ohio",Private,Heartland Collegiate Athletic Conference,msjlions.com,FOUND
Muhlenberg College,NCAA D3,"Allentown,Pennsylvania",Private,Centennial Conference,muhlenbergsports.com,FOUND
Muskingum University,NCAA D3,"New Concord,Ohio",Private,Ohio Athletic Conference,fightingmuskies.com,FOUND
Nazareth University,NCAA D3,"Rochester,New York",Private,United Volleyball Conference,nazathletics.com,FOUND
Nebraska Wesleyan University,NCAA D3,"Lincoln,Nebraska",Private,American Rivers Conference,nwusports.com,FOUND
Neumann University,NCAA D3,"Aston,Pennsylvania",Private,Atlantic East Conference,neumannathletics.com,FOUND
New England College,NCAA D3,"Henniker,New Hampshire",Private,Great Northeast Athletic Conference,athletics.nec.edu,FOUND
New Jersey City University,NCAA D3,"Jersey City,New Jersey",Public,Eastern College Athletic Conference,njcugothicknights.com,FOUND
New York University,NCAA D3,"New York,New York",Private,United Volleyball Conference,,NOT_FOUND
Nichols College,NCAA D3,"Dudley,Massachusetts",Private,New England Volleyball Conference,nicholsathletics.com,FOUND
North Carolina Wesleyan College,NCAA D3,"Rocky Mount,North Carolina",Private,USA South Athletic Conference,ncwu.edu,FOUND
North Central College,NCAA D3,"Naperville,Illinois",Private,College Conference of Illinois and Wisconsin,northcentralcardinals.com,FOUND
North Central University,NCAA D3,"Minneapolis,Minnesota",Private,Upper Midwest Athletic Conference,northcentralcardinals.com,FOUND
North Park University,NCAA D3,"Chicago,Illinois",Private,College Conference of Illinois and Wisconsin,athletics.northpark.edu,FOUND
Northland College,NCAA D3,"Ashland,Wisconsin",Private,Upper Midwest Athletic Conference,northlandcollegesports.com,FOUND
Norwich University,NCAA D3,"Northfield,Vermont",Private,Great Northeast Athletic Conference,norwichathletics.com,FOUND
Notre Dame of Maryland University,NCAA D3,"Baltimore,Maryland",Private,United East Conference,notredamegators.com,FOUND
Oberlin College,NCAA D3,"Oberlin,Ohio",Private,North Coast Athletic Conference,goyeo.com,FOUND
Occidental College,NCAA D3,"Los Angeles,California",Private,Southern California Intercollegiate Athletic Conference,oxyathletics.com,FOUND
Oglethorpe University,NCAA D3,"Atlanta,Georgia",Private,Southern Athletic Association,gopetrels.com,FOUND
Ohio Northern University,NCAA D3,"Ada,Ohio",Private,Ohio Athletic Conference,ohiostatebuckeyes.com,FOUND
Ohio Wesleyan University,NCAA D3,"Delaware,Ohio",Private,North Coast Athletic Conference,battlingbishops.com,FOUND
Otterbein University,NCAA D3,"Westerville,Ohio",Private,Ohio Athletic Conference,otterbeincardinals.com,FOUND
Ozark Christian College,NCAA D3,"Joplin,Missouri",Private,Midwest Christian College Conference,occambassadors.com,FOUND
Pacific Lutheran University,NCAA D3,"Tacoma,Washington",Private,Northwest Conference,golutes.com,FOUND
Pacific University,NCAA D3,"Forest Grove,Oregon",Private,Northwest Conference,pacifictigers.com,FOUND
Penn State Abington,NCAA D3,"Abington,Pennsylvania",Public,United East Conference,abingtonsports.com,FOUND
Penn State Altoona,NCAA D3,"Altoona,Pennsylvania",Public,Allegheny Mountain Collegiate Conference,psaltoonalions.com,FOUND
Penn State Berks,NCAA D3,"Reading,Pennsylvania",Public,United East Conference,psuberksathletics.com,FOUND
Penn State Brandywine,NCAA D3,"Media,Pennsylvania",Public,United East Conference,psubrandywineathletics.com,FOUND
Penn State Erie – The Behrend College,NCAA D3,"Erie,Pennsylvania",Public,Allegheny Mountain Collegiate Conference,psblions.com,FOUND
Penn State Harrisburg,NCAA D3,"Middletown,Pennsylvania",Public,United East Conference,psuharrisburgsports.com,FOUND
Penn State Scranton,NCAA D3,"Dunmore,Pennsylvania",Public,PSUAC,scranton.psu.edu,FOUND
Pennsylvania College of Technology,NCAA D3,"Williamsport,Pennsylvania",Public,United East Conference,pctwildcats.com,FOUND
Pfeiffer University,NCAA D3,"Misenheimer,North Carolina",Private,USA South Athletic Conference,gofalconsports.com,FOUND
Piedmont University,NCAA D3,"Demorest,Georgia",Private,Collegiate Conference of the South,piedmontlions.com,FOUND
Plymouth State University,NCAA D3,"Plymouth,New Hampshire",Public,Massachusetts State Collegiate Athletic Conference,athletics.plymouth.edu,FOUND
Pomona-Pitzer Colleges,NCAA D3,"Claremont,California",Private,Southern California Intercollegiate Athletic Conference,sagehens.com,FOUND
Pratt Institute,NCAA D3,"Brooklyn,New York",Private,Eastern College Athletic Conference,goprattgo.com,FOUND
Principia College,NCAA D3,"Elsah,Illinois",Private,St. Louis Intercollegiate Athletic Conference,principiaathletics.com,FOUND
Ramapo College of New Jersey,NCAA D3,"Mahwah,New Jersey",Public,New Jersey Athletic Conference,ramapoathletics.com,FOUND
Randolph College,NCAA D3,"Lynchburg,Virginia",Private,Old Dominion Athletic Conference,randolphwildcats.com,FOUND
Randolph-Macon College,NCAA D3,"Ashland,Virginia",Private,Continental Volleyball Conference,rmcathletics.com,FOUND
Regis College,NCAA D3,"Weston,Massachusetts",Private,Great Northeast Athletic Conference,regisrangers.com,FOUND
Rhode Island College,NCAA D3,"Providence,Rhode Island",Public,Little East Conference,goanchormen.com,FOUND
Rhodes College,NCAA D3,"Memphis,Tennessee",Private,Southern Athletic Association,rhodeslynx.com,FOUND
Ripon College,NCAA D3,"Ripon,Wisconsin",Private,Midwest Conference,riponredhawks.com,FOUND
Rivier University,NCAA D3,"Nashua,New Hampshire",Private,Great Northeast Athletic Conference,rivierathletics.com,FOUND
Roanoke College,NCAA D3,"Salem,Virginia",Private,Old Dominion Athletic Conference,roanokemaroons.com,FOUND
Rochester Institute of Technology,NCAA D3,"Rochester,New York",Private,Liberty League,ritathletics.com,FOUND
Rockford University,NCAA D3,"Rockford,Illinois",Private,Northern Athletics Collegiate Conference,rockfordregents.com,FOUND
Roger Williams University,NCAA D3,"Bristol,Rhode Island",Private,Commonwealth Coast Conference,rwuhawks.com,FOUND
Rose-Hulman Institute of Technology,NCAA D3,"Terre Haute,Indiana",Private,Heartland Collegiate Athletic Conference,athletics.rose-hulman.edu,FOUND
Rosemont College,NCAA D3,"Rosemont,Pennsylvania",Private,United East Conference,rosemont-ravens.com,FOUND
Rowan University,NCAA D3,"Glassboro,New Jersey",Public,New Jersey Athletic Conference,rowanathletics.com,FOUND
Russell Sage College,NCAA D3,"Troy,New York",Private,Empire 8 Athletic Conference,sagegators.com,FOUND
Rutgers University – Camden,NCAA D3,"Camden,New Jersey",Public,New Jersey Athletic Conference,scarletknights.com,FOUND
Rutgers University – Newark,NCAA D3,"Newark,New Jersey",Public,New Jersey Athletic Conference,scarletknights.com,FOUND
SUNY Buffalo State University,NCAA D3,"Buffalo,New York",Public,Liberty League,buffalostateathletics.com,FOUND
SUNY Canton,NCAA D3,"Canton,New York",Public,North Atlantic Conference,rooathletics.com,FOUND
SUNY College at Brockport,NCAA D3,"Brockport,New York",Public,Empire 8 Athletic Conference,gobrockport.com,FOUND
SUNY College at Old Westbury,NCAA D3,"Old Westbury,New York",Public,Skyline Conference,oldwestburypanthers.com,FOUND
SUNY College at Oneonta,NCAA D3,"Oneonta,New York",Public,State University of New York Athletic Conference,oneontaathletics.com,FOUND
SUNY College of Agriculture & Technology at Cobleskill,NCAA D3,"Cobleskill,New York",Public,North Atlantic Conference,fightingtigers.cobleskill.edu,FOUND
SUNY Cortland,NCAA D3,"Cortland,New York",Public,State University of New York Athletic Conference,cortlandreddragons.com,FOUND
SUNY Delhi,NCAA D3,"Delhi,New York",Public,North Atlantic Conference,delhibroncos.com,FOUND
SUNY Farmingdale State College,NCAA D3,"Farmingdale,New York",Public,Skyline Conference,farmingdalesports.com,FOUND
SUNY Fredonia,NCAA D3,"Fredonia,New York",Public,State University of New York Athletic Conference,fredoniabluedevils.com,FOUND
SUNY Geneseo,NCAA D3,"Geneseo,New York",Public,State University of New York Athletic Conference,geneseoknights.com,FOUND
SUNY Maritime College,NCAA D3,"Throggs Neck,New York",Public,Eastern College Athletic Conference,maritimeathletics.com,FOUND
SUNY Morrisville,NCAA D3,"Morrisville,New York",Public,Empire 8 Athletic Conference,morrisvillemustangs.com,FOUND
SUNY New Paltz,NCAA D3,"New Paltz,New York",Public,State University of New York Athletic Conference,nphawks.com,FOUND
SUNY Oswego,NCAA D3,"Oswego,New York",Public,State University of New York Athletic Conference,oswegolakers.com,FOUND
SUNY Plattsburgh,NCAA D3,"Plattsburgh,New York",Public,State University of New York Athletic Conference,gocardinalsports.com,FOUND
SUNY Polytechnic Institute,NCAA D3,"Utica,New York",Public,North Atlantic Conference,wildcats.sunypoly.edu,FOUND
SUNY Potsdam,NCAA D3,"Potsdam,New York",Public,State University of New York Athletic Conference,potsdambears.com,FOUND
SUNY Purchase College,NCAA D3,"Purchase,New York",Public,Skyline Conference,purchasecollegeathletics.com,FOUND
Saint Elizabeth University,NCAA D3,"Morristown,New Jersey",Private,United East Conference,seueagles.com,FOUND
Saint Joseph's College of Maine,NCAA D3,"Standish,Maine",Private,Great Northeast Athletic Conference,gomonks.com,FOUND
Saint Mary's College – Indiana,NCAA D3,"Notre Dame,Indiana",Private,Michigan Intercollegiate Athletic Association,saintmaryssports.com,FOUND
Saint Mary's University of Minnesota,NCAA D3,"Winona,Minnesota",Private,Minnesota Intercollegiate Athletic Conference,saintmaryssports.com,FOUND
Saint Vincent College – Pennsylvania,NCAA D3,"Latrobe,Pennsylvania",Private,Presidents' Athletic Conference,athletics.stvincent.edu,FOUND
Salem College,NCAA D3,"Winston Salem,North Carolina",Private,USA South Athletic Conference,salemtigers.com,FOUND
Salem State University,NCAA D3,"Salem,Massachusetts",Public,Massachusetts State Collegiate Athletic Conference,salemtigers.com,FOUND
Salisbury University,NCAA D3,"Salisbury,Maryland",Public,Coast-to-Coast Athletic Conference,suseagulls.com,FOUND
Salve Regina University,NCAA D3,"Newport,Rhode Island",Private,New England Women's & Men's Athletic Conference,salveathletics.com,FOUND
Sarah Lawrence College,NCAA D3,"Bronxville,New York",Private,Skyline Conference,gogryphons.com,FOUND
Schreiner University,NCAA D3,"Kerrville,Texas",Private,Southern Collegiate Athletic Conference,schreinermountaineers.com,FOUND
Sewanee – The University of the South,NCAA D3,"Sewanee,Tennessee",Private,Southern Athletic Association,sewaneetigers.com,FOUND
Shenandoah University,NCAA D3,"Winchester,Virginia",Private,Old Dominion Athletic Conference,suhornets.com,FOUND
Simmons University,NCAA D3,"Boston,Massachusetts",Private,Great Northeast Athletic Conference,athletics.simmons.edu,FOUND
Simpson College,NCAA D3,"Indianola,Iowa",Private,American Rivers Conference,simpsonredhawks.com,FOUND
Skidmore College,NCAA D3,"Saratoga Springs,New York",Private,Liberty League,skidmoreathletics.com,FOUND
Smith College,NCAA D3,"Northampton,Massachusetts",Private,New England Women's & Men's Athletic Conference,gosmithbears.com,FOUND
Southern Virginia University,NCAA D3,"Buena Vista,Virginia",Private,USA South Athletic Conference,knightathletics.com,FOUND
Southwestern University,NCAA D3,"Georgetown,Texas",Private,Southern Athletic Association,southwesternpirates.com,FOUND
Spalding University,NCAA D3,"Louisville,Kentucky",Private,St. Louis Intercollegiate Athletic Conference,spaldingathletics.com,FOUND
Springfield College,NCAA D3,"Springfield,Massachusetts",Private,New England Women's & Men's Athletic Conference,springfieldcollegepride.com,FOUND
St. Catherine University,NCAA D3,"Saint Paul,Minnesota",Private,Minnesota Intercollegiate Athletic Conference,stkatesathletics.com,FOUND
St. John Fisher College,NCAA D3,"Rochester,New York",Private,United Volleyball Conference,sjfathletics.com,FOUND
St. Joseph's University – New York,NCAA D3,"Patchogue,New York",Private,Skyline Conference,sjuhawks.com,FOUND
St. Lawrence University,NCAA D3,"Canton,New York",Private,Liberty League,saintsathletics.com,FOUND
St. Mary's College of Maryland,NCAA D3,"St. Mary's City,Maryland",Public,United East Conference,smcmathletics.com,FOUND
St. Norbert College,NCAA D3,"De Pere,Wisconsin",Private,Northern Athletics Collegiate Conference,athletics.snc.edu,FOUND
St. Olaf College,NCAA D3,"Northfield,Minnesota",Private,Minnesota Intercollegiate Athletic Conference,athletics.stolaf.edu,FOUND
Stevens Institute of Technology,NCAA D3,"Hoboken,New Jersey",Private,Middle Atlantic Conferences,stevensducks.com,FOUND
Stevenson University,NCAA D3,"Stevenson,Maryland",Private,Middle Atlantic Conferences,gomustangsports.com,FOUND
Stockton University,NCAA D3,"Galloway,New Jersey",Public,New Jersey Athletic Conference,stocktonathletics.com,FOUND
Suffolk University,NCAA D3,"Boston,Massachusetts",Private,Commonwealth Coast Conference,gosuffolkrams.com,FOUND
Sul Ross State University,NCAA D3,"Alpine,Texas",Public,Lone Star Conference,srlobos.com,FOUND
Susquehanna University,NCAA D3,"Selinsgrove,Pennsylvania",Private,Landmark Conference,suriverhawks.com,FOUND
Swarthmore College,NCAA D3,"Swarthmore,Pennsylvania",Private,Centennial Conference,swarthmoreathletics.com,FOUND
Texas Lutheran University,NCAA D3,"Seguin,Texas",Private,Southern Collegiate Athletic Conference,tlubulldogs.com,FOUND
The College of St. Scholastica,NCAA D3,"Duluth,Minnesota",Private,Minnesota Intercollegiate Athletic Conference,csssaints.com,FOUND
The King's College – New York,NCAA D3,"New York,New York",Private,HVIAC,kingscollegeathletics.com,FOUND
Thiel College,NCAA D3,"Greenville,Pennsylvania",Private,Presidents' Athletic Conference,thielathletics.com,FOUND
Thomas College,NCAA D3,"Waterville,Maine",Private,North Atlantic Conference,athletics.thomas.edu,FOUND
Transylvania University,NCAA D3,"Lexington,Kentucky",Private,Heartland Collegiate Athletic Conference,transysports.com,FOUND
Trine University,NCAA D3,"Angola,Indiana",Private,Midwest Collegiate Volleyball League,trinethunder.com,FOUND
Trinity College – Connecticut,NCAA D3,"Hartford,Connecticut",Private,New England Small College Athletic Conference,trinitytigers.com,FOUND
Trinity University – Texas,NCAA D3,"San Antonio,Texas",Private,Southern Athletic Association,trinitytigers.com,FOUND
Trinity Washington University,NCAA D3,"Washington,District Of Columbia",Private,Independent Northeast Region,discover.trinitydc.edu,FOUND
Tufts University,NCAA D3,"Medford,Massachusetts",Private,New England Small College Athletic Conference,gotuftsjumbos.com,FOUND
Union College – New York,NCAA D3,"Schenectady,New York",Private,Liberty League,unionathletics.com,FOUND
United States Coast Guard Academy,NCAA D3,"New London,Connecticut",Public,New England Women's & Men's Athletic Conference,coastguardathletics.com,FOUND
United States Merchant Marine Academy,NCAA D3,"Kings Point,New York",Public,New England Women's & Men's Athletic Conference,usmmasports.com,FOUND
University of California – Santa Cruz,NCAA D3,"Santa Cruz,California",Public,Coast-to-Coast Athletic Conference,calbears.com,FOUND
University of Chicago,NCAA D3,"Chicago,Illinois",Private,Midwest Conference,athletics.uchicago.edu,FOUND
University of Dallas,NCAA D3,"Irving,Texas",Private,Southern Collegiate Athletic Conference,utdcomets.com,FOUND
University of Dubuque,NCAA D3,"Dubuque,Iowa",Private,American Rivers Conference,dubuque.sidearmsports.com,FOUND
University of Hartford,NCAA D3,"West Hartford,Connecticut",Private,Commonwealth Coast Conference,hartfordhawks.com,FOUND
University of La Verne,NCAA D3,"La Verne,California",Private,Southern California Intercollegiate Athletic Conference,laverne.edu,FOUND
University of Lynchburg,NCAA D3,"Lynchburg,Virginia",Private,Old Dominion Athletic Conference,lynchburgsports.com,FOUND
University of Maine at Presque Isle,NCAA D3,"Presque Isle,Maine",Public,North Atlantic Conference,southernmainehuskies.com,FOUND
University of Mary Hardin-Baylor,NCAA D3,"Belton,Texas",Private,American Southwest Conference,cruathletics.com,FOUND
University of Mary Washington,NCAA D3,"Fredericksburg,Virginia",Public,Coast-to-Coast Athletic Conference,umweagles.com,FOUND
University of Massachusetts – Boston,NCAA D3,"Boston,Massachusetts",Public,Little East Conference,umassathletics.com,FOUND
University of Massachusetts – Dartmouth,NCAA D3,"Dartmouth,Massachusetts",Public,Little East Conference,umassathletics.com,FOUND
University of Minnesota – Morris,NCAA D3,"Morris,Minnesota",Public,Upper Midwest Athletic Conference,gophersports.com,FOUND
University of Mount Saint Vincent,NCAA D3,"Bronx,New York",Private,Skyline Conference,umsvathletics.com,FOUND
University of Mount Union,NCAA D3,"Alliance,Ohio",Private,Ohio Athletic Conference,athletics.mountunion.edu,FOUND
University of New England,NCAA D3,"Biddeford,Maine",Private,Commonwealth Coast Conference,athletics.une.edu,FOUND
University of Northwestern – St. Paul,NCAA D3,"Saint Paul,Minnesota",Private,Upper Midwest Athletic Conference,nusports.com,FOUND
University of Olivet,NCAA D3,"Olivet,Michigan",Private,Michigan Intercollegiate Athletic Association,uolivet.edu,FOUND
University of Pittsburgh – Bradford,NCAA D3,"Bradford,Pennsylvania",Public,Allegheny Mountain Collegiate Conference,pittsburghpanthers.com,FOUND
University of Pittsburgh – Greensburg,NCAA D3,"Greensburg,Pennsylvania",Public,Allegheny Mountain Collegiate Conference,pittsburghpanthers.com,FOUND
University of Puget Sound,NCAA D3,"Tacoma,Washington",Private,Northwest Conference,loggerathletics.com,FOUND
University of Redlands,NCAA D3,"Redlands,California",Private,Southern California Intercollegiate Athletic Conference,goredlands.com,FOUND
University of Rochester,NCAA D3,"Rochester,New York",Private,University Athletic Association,uofrathletics.com,FOUND
University of Saint Joseph,NCAA D3,"West Hartford,Connecticut",Private,Great Northeast Athletic Conference,sjuhawks.com,FOUND
University of Scranton,NCAA D3,"Scranton,Pennsylvania",Private,Landmark Conference,athletics.scranton.edu,FOUND
University of Southern Maine,NCAA D3,"Portland,Maine",Public,Little East Conference,southernmainehuskies.com,FOUND
University of St. Thomas – Texas,NCAA D3,"Houston,Texas",Private,Southern Collegiate Athletic Conference,tommiesports.com,FOUND
University of Texas at Dallas,NCAA D3,"Richardson,Texas",Public,American Southwest Conference,texaslonghorns.com,FOUND
University of Valley Forge,NCAA D3,"Phoenixville,Pennsylvania",Private,United East Conference,uvfpatriots.com,FOUND
University of Wisconsin – Eau Claire,NCAA D3,"Eau Claire,Wisconsin",Public,Wisconsin Intercollegiate Athletic Conference,uwbadgers.com,FOUND
University of Wisconsin – La Crosse,NCAA D3,"La Crosse,Wisconsin",Public,Wisconsin Intercollegiate Athletic Conference,uwbadgers.com,FOUND
University of Wisconsin – Oshkosh,NCAA D3,"Oshkosh,Wisconsin",Public,Wisconsin Intercollegiate Athletic Conference,uwbadgers.com,FOUND
University of Wisconsin – Platteville,NCAA D3,"Platteville,Wisconsin",Public,Wisconsin Intercollegiate Athletic Conference,uwbadgers.com,FOUND
University of Wisconsin – River Falls,NCAA D3,"River Falls,Wisconsin",Public,Wisconsin Intercollegiate Athletic Conference,uwbadgers.com,FOUND
University of Wisconsin – Stevens Point,NCAA D3,"Stevens Point,Wisconsin",Public,Wisconsin Intercollegiate Athletic Conference,uwbadgers.com,FOUND
University of Wisconsin – Stout,NCAA D3,"Menomonie,Wisconsin",Public,Wisconsin Intercollegiate Athletic Conference,uwbadgers.com,FOUND
University of Wisconsin – Superior,NCAA D3,"Superior,Wisconsin",Public,Wisconsin Intercollegiate Athletic Conference,uwbadgers.com,FOUND
University of Wisconsin – Whitewater,NCAA D3,"Whitewater,Wisconsin",Public,Wisconsin Intercollegiate Athletic Conference,uwbadgers.com,FOUND
Ursinus College,NCAA D3,"Collegeville,Pennsylvania",Private,Centennial Conference,ursinusathletics.com,FOUND
Utica University,NCAA D3,"Utica,New York",Private,Empire 8 Athletic Conference,uticapioneers.com,FOUND
Vassar College,NCAA D3,"Poughkeepsie,New York",Private,Liberty League,vassarathletics.com,FOUND
Vermont State University – Castleton,NCAA D3,"Castleton,Vermont",Public,Little East Conference,castletonsports.com,FOUND
Vermont State University – Johnson,NCAA D3,"Johnson,Vermont",Public,North Atlantic Conference,castletonsports.com,FOUND
Vermont State University – Lyndon,NCAA D3,"Lyndonville,Vermont",Public,North Atlantic Conference,castletonsports.com,FOUND
Virginia Wesleyan University,NCAA D3,"Virginia Beach,Virginia",Private,Old Dominion Athletic Conference,wesleyanbobcats.com,FOUND
Warren Wilson College,NCAA D3,"Swannanoa,North Carolina",Private,Coast-to-Coast Athletic Conference,warrenwilsonowls.com,FOUND
Wartburg College,NCAA D3,"Waverly,Iowa",Private,American Rivers Conference,go-knights.net,FOUND
Washington & Jefferson College,NCAA D3,"Washington,Pennsylvania",Private,Presidents' Athletic Conference,gopresidents.com,FOUND
Washington & Lee University,NCAA D3,"Lexington,Virginia",Private,Old Dominion Athletic Conference,generalssports.com,FOUND
Washington College,NCAA D3,"Chestertown,Maryland",Private,Centennial Conference,gohuskies.com,FOUND
Washington University in St. Louis,NCAA D3,"Saint Louis,Missouri",Private,University Athletic Association,washubears.com,FOUND
Waynesburg University,NCAA D3,"Waynesburg,Pennsylvania",Private,Presidents' Athletic Conference,waynesburgsports.com,FOUND
Webster University,NCAA D3,"Saint Louis,Missouri",Private,St. Louis Intercollegiate Athletic Conference,websterathletics.com,FOUND
Welch College,NCAA D3,"Gallatin,Tennessee",Private,NCCAA,welch.prestosports.com,FOUND
Wellesley College,NCAA D3,"Wellesley,Massachusetts",Private,New England Women's & Men's Athletic Conference,wellesleyblue.com,FOUND
Wentworth Institute of Technology,NCAA D3,"Boston,Massachusetts",Private,Commonwealth Coast Conference,wentworthathletics.com,FOUND
Wesleyan College,NCAA D3,"Macon,Georgia",Private,Commonwealth Coast Conference,athletics.wesleyan.edu,FOUND
Wesleyan University,NCAA D3,"Middletown,Connecticut",Private,New England Small College Athletic Conference,athletics.wesleyan.edu,FOUND
Western Connecticut State University,NCAA D3,"Danbury,Connecticut",Public,Little East Conference,westconnathletics.com,FOUND
Western New England University,NCAA D3,"Springfield,Massachusetts",Private,Commonwealth Coast Conference,wnegoldenbears.com,FOUND
Westfield State University,NCAA D3,"Westfield,Massachusetts",Public,Massachusetts State Collegiate Athletic Conference,westfieldstateowls.com,FOUND
Westminster College – Missouri,NCAA D3,"Fulton,Missouri",Private,St. Louis Intercollegiate Athletic Conference,athletics.westminster.edu,FOUND
Westminster College – Pennsylvania,NCAA D3,"New Wilmington,Pennsylvania",Private,Presidents' Athletic Conference,athletics.westminster.edu,FOUND
Wheaton College – Illinois,NCAA D3,"Wheaton,Illinois",Private,College Conference of Illinois and Wisconsin,,NOT_FOUND
Wheaton College – Massachusetts,NCAA D3,"Norton,Massachusetts",Private,New England Women's & Men's Athletic Conference,,NOT_FOUND
Whitman College,NCAA D3,"Walla Walla,Washington",Private,Northwest Conference,whitmanblues.com,FOUND
